244,256876;56,546875
244,507005;71,524902
244,75725;91,741699
245,006159;108,392822
245,256746;129,113525
245,507105;145,68042
245,756929;166,176147
246,006983;182,98999
246,256731;201,828735
246,507242;217,490112
246,75741;236,511597
247,006395;251,673706
247,256983;270,192749
247,507265;284,981812
247,757013;303,103516
248,007257;317,509155
248,256815;335,309814
248,507479;349,590088
248,757646;366,994141
249,006746;381,6604
249,257372;398,248657
249,507234;412,130615
249,757173;429,131714
250,007494;442,640747
250,256822;459,58313
250,50741;472,947021
250,757654;489,716187
251,006677;503,127319
251,25715;519,680054
251,507356;532,739624
251,757105;549,261475
252,007501;562,264648
252,257021;578,602051
252,507265;591,725952
252,757509;607,878174
253,006647;620,880127
253,257349;636,908813
253,507326;649,845581
253,757074;665,833496
254,007509;678,819092
254,256914;694,771973
254,507349;707,493164
254,757479;723,306396
255,006693;735,870239
255,257395;751,718018
255,507181;764,382568
255,757387;780,96313
256,007555;792,596191
256,25696;808,378784
256,507318;820,930542
256,757486;836,57019
257,006891;848,974731
257,25725;864,671753
257,50715;877,172485
257,757395;892,706299
258,007639;905,154907
258,256891;920,687866
258,507402;933,37964
258,757417;948,52771
259,006784;960,865601
259,257486;976,257446
259,507234;988,599365
259,757479;1004,2319
260,007417;1016,279297
260,256822;1031,723511
260,50741;1043,830078
260,757273;1059,28064
261,006906;1071,389526
261,257494;1086,834839
261,507204;1099,124878
261,757257;1114,43689
262,007616;1126,529907
262,256868;1141,966187
262,507494;1154,174194
262,757356;1169,521362
263,006723;1181,68103
263,257425;1196,96936
263,507059;1209,175659
263,757189;1224,565552
264,007738;1236,771851
264,256914;1251,922729
264,507616;1264,80933
264,757135;1279,527466
265,007074;1291,600952
265,257509;1307,23804
265,507181;1319,183472
265,757425;1334,478394
266,007746;1346,591431
266,256845;1361,989136
266,507547;1374,60425
266,757448;1389,488403
267,006738;1401,537964
267,257479;1416,933716
267,507074;1429,30884
267,757318;1444,502075
268,007601;1456,560913
268,25651;1471,828247
268,507631;1483,938599
268,757646;1499,342407
269,006784;1511,383423
269,257524;1526,7052
269,507082;1538,781616
269,757402;1554,13147
270,007532;1566,157349
270,256708;1581,518433
270,507677;1593,577759
270,75754;1609,92896
271,006906;1621,63843
271,257341;1636,458374
271,506975;1648,553589
271,757257;1664,354
272,00754;1676,110718
272,256754;1691,595825
272,507417;1703,851685
272,757585;1719,308716
273,006761;1731,609253
273,257387;1746,993042
273,507097;1759,3302
273,757341;1774,785278
274,007776;1787,277222
274,256876;1802,647095
274,507463;1815,16479
274,757326;1830,584106
275,007074;1842,9823
275,257509;1858,629517
275,507028;1871,20874
275,757311;1886,714722
276,007631;1899,124146
276,256998;1914,985474
276,507585;1927,389526
276,757753;1943,85083
277,006929;1955,519165
277,257402;1971,31897
277,507036;1983,795532
277,757585;1999,636597
278,007677;2012,275269
278,256815;2027,992065
278,507288;2040,610718
278,757456;2056,398437
279,007089;2069,181641
279,257257;2084,857422
279,507044;2097,691895
279,757707;2113,437012
280,007456;2126,228516
280,256861;2142,153809
280,507448;2154,964844
280,757387;2171,97656
281,007059;2184,71289
281,257494;2200,7324
281,506937;2212,851074
281,757601;2229,74219
282,007349;2242,1416
282,256754;2258,335937
282,507303;2271,443359
282,757395;2287,72168
283,006838;2300,793457
283,257387;2317,236816
283,50683;2330,494629
283,757608;2346,913086
284,007433;2360,293457
284,256799;2376,794434
284,507158;2390,315918
284,75725;2406,910645
285,006807;2420,459961
285,257395;2436,98584
285,507181;2450,586914
285,757463;2467,35498
286,00744;2481,35645
286,256998;2497,993652
286,507623;2511,654297
286,757601;2528,739746
287,007005;2542,433105
287,257135;2559,5625
287,507036;2573,383301
287,757662;2590,623535
288,007334;2604,529785
288,256777;2621,805664
288,507326;2635,898926
288,757189;2653,505371
289,007013;2667,379883
289,257295;2684,734863
289,507044;2699,30762
289,757211;2716,608398
290,006769;2730,872559
290,256937;2748,429687
290,507868;2763,10742
290,757082;2780,88916
291,007135;2795,398437
291,257417;2813,384766
291,506861;2828,4834
291,757562;2846,138184
292,007234;2860,991699
292,256449;2879,205566
292,507608;2894,132324
292,757128;2912,605469
293,006647;2927,824219
293,257501;2946,243164
293,50683;2961,662598
293,757608;2980,216797
294,007662;2995,991211
294,256494;3014,556152
294,50773;3030,304199
294,757631;3049,406738
295,006693;3065,146973
295,257471;3084,243652
295,506647;3100,493652
295,757654;3119,734863
296,007707;3135,892578
296,256387;3155,473145
296,507623;3171,873535
296,75741;3191,555664
297,006777;3208,4395
297,257059;3227,95459
297,506807;3244,743164
297,757585;3264,710937
298,007677;3281,556641
298,256281;3301,804199
298,50725;3318,869629
298,757341;3339,241211
299,006441;3356,527344
299,257143;3377,2002
299,506738;3394,742187
299,757288;3415,271484
300,007456;3433,58594
300,25625;3454,39062
300,507524;3471,978516
300,757463;3493,273926
301,006601;3511,519531
301,257265;3533,265625
301,506861;3551,529297
301,757295;3573,427734
302,00773;3592,114258
302,25622;3614,330566
302,507303;3633,369629
302,757128;3655,750977
303,006799;3674,961914
303,25712;3697,745605
303,506563;3717,466309
303,757379;3740,371094
304,007471;3760,424805
304,256113;3783,713867
304,507616;3804,49316
304,757479;3827,96875
305,006731;3848,435059
305,257089;3872,362793
305,506685;3893,415527
305,757425;3917,929687
306,007288;3939,197754
