244;57
245;72
245;92
245;108
245;129
246;146
246;166
246;183
246;202
247;217
247;237
247;252
247;270
248;285
248;303
248;318
248;335
249;350
249;367
249;382
249;398
250;412
250;429
250;443
250;460
251;473
251;490
251;503
251;520
252;533
252;549
252;562
252;579
253;592
253;608
253;621
253;637
254;650
254;666
254;679
254;695
255;707
255;723
255;736
255;752
256;764
256;781
256;793
256;808
257;821
257;837
257;849
257;865
258;877
258;893
258;905
258;921
259;933
259;949
259;961
259;976
260;989
260;1004
260;1016
260;1032
261;1044
261;1059
261;1071
261;1087
262;1099
262;1114
262;1127
262;1142
263;1154
263;1170
263;1182
263;1197
264;1209
264;1225
264;1237
264;1252
265;1265
265;1280
265;1292
265;1307
266;1319
266;1334
266;1347
266;1362
267;1375
267;1389
267;1402
267;1417
268;1429
268;1445
268;1457
268;1472
269;1484
269;1499
269;1511
269;1527
270;1539
270;1554
270;1566
270;1582
271;1594
271;1610
271;1622
271;1636
272;1649
272;1664
272;1676
272;1692
273;1704
273;1719
273;1732
273;1747
274;1759
274;1775
274;1787
274;1803
275;1815
275;1831
275;1843
275;1859
276;1871
276;1887
276;1899
276;1915
277;1927
277;1944
277;1956
277;1971
278;1984
278;2000
278;2012
278;2028
279;2041
279;2056
279;2069
279;2085
280;2098
280;2113
280;2126
280;2142
281;2155
281;2172
281;2185
281;2201
282;2213
282;2230
282;2242
282;2258
283;2271
283;2288
283;2301
283;2317
284;2330
284;2347
284;2360
284;2377
285;2390
285;2407
285;2420
285;2437
286;2451
286;2467
286;2481
286;2498
287;2512
287;2529
287;2542
287;2560
288;2573
288;2591
288;2605
288;2622
289;2636
289;2654
289;2667
289;2685
290;2699
290;2717
290;2731
290;2748
291;2763
291;2781
291;2795
291;2813
292;2828
292;2846
292;2861
292;2879
293;2894
293;2913
293;2928
293;2946
294;2962
294;2980
294;2996
294;3015
295;3030
295;3049
295;3065
295;3084
296;3100
296;3120
296;3136
296;3155
297;3172
297;3192
297;3208
297;3228
298;3245
298;3265
298;3282
298;3302
299;3319
299;3339
299;3357
299;3377
300;3395
300;3415
300;3434
300;3454
301;3472
301;3493
301;3512
301;3533
302;3552
302;3573
302;3592
302;3614
303;3633
303;3656
303;3675
303;3698
304;3717
304;3740
304;3760
304;3784
305;3804
305;3828
305;3848
305;3872
306;3893
306;3918
306;3939
306;3964
307;3986
307;4011
307;4033
307;4059
308;4081
308;4107
308;4130
308;4156
309;4180
309;4206
309;4230
309;4257
310;4282
310;4309
310;4334
310;4363
311;4388
311;4417
311;4443
311;4472
312;4499
312;4529
312;4556
312;4587
313;4615
313;4647
313;4675
313;4708
314;4738
314;4771
314;4802
314;4835
315;4866
315;4902
315;4933
315;4970
316;5002
316;5039
316;5074
316;5112
317;5147
317;5186
317;5223
317;5264
318;5301
318;5343
318;5382
318;5425
319;5466
319;5511
319;5553
319;5599
320;5643
320;5691
320;5737
320;5787
321;5835
321;5888
321;5938
321;5992
321;6043
322;6094
322;6138
322;6181
322;6217
322;6250
322;6276
322;6299
323;6313
323;6325
323;6328
323;6328
323;6321
323;6328
323;6347
323;6372
323;6378
323;6382
323;6378
323;6376
323;6368
323;6363
323;6353
323;6346
323;6337
323;6330
323;6321
323;6315
323;6307
323;6302
323;6294
323;6289
323;6282
323;6278
323;6271
323;6269
323;6262
323;6259
323;6253
323;6251
323;6244
323;6242
323;6236
323;6234
323;6230
323;6227
323;6222
323;6217
323;6198
323;6172
323;6133
322;6092
322;6040
322;5986
322;5923
322;5858
322;5785
321;5713
321;5633
321;5554
320;5470
320;5386
320;5297
319;5211
319;5120
319;5033
318;4941
318;4853
317;4762
317;4677
316;4591
316;4513
315;4434
315;4360
314;4287
314;4220
314;4152
313;4090
313;4026
312;3969
312;3909
311;3856
311;3799
310;3749
310;3696
310;3649
309;3599
309;3553
308;3505
308;3463
307;3417
307;3376
306;3332
306;3293
305;3251
305;3213
305;3172
304;3136
304;3097
303;3062
303;3024
302;2991
302;2954
301;2921
301;2886
301;2854
300;2819
300;2789
299;2755
299;2725
298;2692
298;2664
297;2632
297;2603
296;2572
296;2544
296;2513
295;2486
295;2456
294;2429
294;2400
293;2374
293;2345
292;2319
292;2290
292;2266
291;2237
291;2213
290;2185
290;2161
289;2134
289;2110
288;2083
288;2060
287;2033
287;2010
287;1984
286;1961
286;1935
285;1912
285;1886
284;1864
284;1838
283;1816
283;1791
283;1769
282;1744
282;1723
281;1698
281;1677
280;1652
280;1631
279;1607
279;1586
278;1562
278;1541
278;1517
277;1496
277;1472
276;1452
276;1429
275;1408
275;1384
274;1364
274;1341
274;1321
273;1297
273;1278
272;1254
272;1234
271;1211
271;1192
270;1169
270;1149
269;1127
269;1107
269;1084
268;1065
268;1043
267;1024
267;1001
266;982
266;959
265;940
265;918
265;899
264;876
264;858
263;835
263;817
262;794
262;776
261;754
261;735
260;713
260;695
260;673
259;654
259;632
258;614
258;592
257;574
257;552
256;534
256;512
256;494
255;472
255;454
254;433
254;415
253;393
253;376
252;353
252;336
251;314
251;296
251;275
250;257
250;235
